Number xind yind east north data err wgt Elos Nlos Ulos
 580 1341 2043 85.11708 28.202083 -267.136047 61.10798   4249 0.69242 -0.11994 0.71145
 581 1341 1982 85.11708 28.151250 -447.079590 69.92815   4004 0.69193 -0.11994 0.71194
 582 1264 2104 85.05292 28.252917 -110.316406 44.05430   3858 0.69828 -0.12048 0.70561
 583 1264 2165 85.05292 28.303750 -23.215942 38.67828   3257 0.69934 -0.12057 0.70455
 584 1340 2165 85.11625 28.303750 -46.056534 31.61624   3191 0.69524 -0.12023 0.70865
 585 1341 2104 85.11708 28.252917 -144.300507 44.75343   4066 0.69417 -0.12014 0.70972
 586 1418 2104 85.18125 28.252917 -142.261505 51.24945   3406 0.69028 -0.11983 0.71355
 587 1418 2165 85.18125 28.303750 -47.572662 27.14934   3238 0.69074 -0.11982 0.71310
 588 1494 2165 85.24458 28.303750 -79.060692 29.22206   3333 0.68585 -0.11934 0.71789
 589 1494 2103 85.24458 28.252083 -191.279724 62.43475   3802 0.68525 -0.11934 0.71846
 590 1418 1982 85.18125 28.151250 -490.210907 61.72639   4070 0.68790 -0.11960 0.71589
 591 1417 2043 85.18042 28.202083 -295.589844 67.91557   4037 0.68913 -0.11972 0.71468
 592 1494 2043 85.24458 28.202083 -361.523193 69.02394   4129 0.68455 -0.11930 0.71913
 593 1494 1982 85.24458 28.151250 -536.395203 62.95920   4225 0.68337 -0.11918 0.72028
 594 1379 2317 85.14875 28.430417 47.210907 36.19035  50899 0.69454 -0.12008 0.70936
 595 1685 2316 85.40375 28.429583 -5.909058 37.06982  58037 0.67685 -0.11846 0.72653
 596 1571 1982 85.30875 28.151250 -552.339600 42.88127   4309 0.67812 -0.11863 0.72531
 597 1571 2043 85.30875 28.202083 -385.117401 60.15941   4487 0.67932 -0.11875 0.72417
 598 1647 2043 85.37208 28.202083 -386.281311 59.92008   3874 0.67450 -0.11826 0.72874
 599 1628 1967 85.35625 28.138750 -645.157349 34.33413   1103 0.67482 -0.11833 0.72843
 600 1627 1998 85.35542 28.164583 -539.509399 24.11600   1001 0.67510 -0.11833 0.72818
 601 1666 1997 85.38792 28.163750 -518.580627 28.04800   1075 0.67301 -0.11815 0.73014
 602 1666 1967 85.38792 28.138750 -674.907898 36.72327   1016 0.67288 -0.11817 0.73025
 603 1571 2104 85.30875 28.252917 -224.728928 51.83151   4363 0.68046 -0.11886 0.72308
 604 1571 2165 85.30875 28.303750 -109.684723 22.45927   4348 0.68070 -0.11881 0.72286
 605 1647 2165 85.37208 28.303750 -105.410355 39.97145   4055 0.67659 -0.11845 0.72677
 606 1647 2104 85.37208 28.252917 -235.047379 67.36079   4001 0.67508 -0.11828 0.72821
 607 1763 2133 85.46875 28.277083 -157.053406 68.58646  13488 0.66982 -0.11785 0.73311
 608 1705 1967 85.42042 28.138750 -648.929504 39.69508   1021 0.67086 -0.11799 0.73213
 609 1705 1997 85.42042 28.163750 -521.123901 33.71524   1052 0.67080 -0.11794 0.73220
 610 1743 1997 85.45208 28.163750 -524.204224 37.17595    925 0.66882 -0.11778 0.73404
 611 1743 1967 85.45208 28.138750 -616.831421 39.16689   1003 0.66880 -0.11781 0.73405
 612 1724 2043 85.43625 28.202083 -372.235229 63.77778   4236 0.67097 -0.11799 0.73204
 613 1800 2043 85.49958 28.202083 -335.189301 69.38776   3196 0.66617 -0.11749 0.73649
 614 1800 1982 85.49958 28.151250 -539.573853 57.33682   2927 0.66603 -0.11755 0.73660
 615 1379 2561 85.14875 28.633750 48.794586 21.71334  55183 0.69764 -0.12023 0.70629
 616 1379 2804 85.14875 28.836250 15.561762 23.83116  57906 0.70010 -0.12030 0.70383
 617 1685 2805 85.40375 28.837083 1.312885 20.98428  55242 0.68287 -0.11881 0.72082
 618 1685 2561 85.40375 28.633750 27.131683 16.97480  52903 0.68040 -0.11873 0.72316
 619 1991 2561 85.65875 28.633750 9.741463 24.96852  49369 0.66110 -0.11680 0.74115
 620 1991 2805 85.65875 28.837083 4.500111 29.34393  43049 0.66397 -0.11696 0.73855
 621 2297 2805 85.91375 28.837083 22.923412 16.16544  67185 0.64459 -0.11496 0.75584
 622 2297 2561 85.91375 28.633750 16.781918 11.92825  68355 0.64114 -0.11465 0.75881
 623 1877 1982 85.56375 28.151250 -515.199829 45.29697   2934 0.66106 -0.11705 0.74115
 624 1877 2043 85.56375 28.202083 -359.120361 47.80080   3495 0.66126 -0.11700 0.74098
 625 1953 2043 85.62708 28.202083 -378.948608 40.48452   3475 0.65658 -0.11651 0.74520
 626 1953 1981 85.62708 28.150417 -486.727509 29.86802   3178 0.65633 -0.11655 0.74541
 627 1877 2104 85.56375 28.252917 -257.507050 48.44268   2487 0.66304 -0.11722 0.73935
 628 1877 2166 85.56375 28.304583 -134.044495 42.09165   2776 0.66287 -0.11711 0.73952
 629 1953 2164 85.62708 28.302917 -182.209991 41.78917   3066 0.65880 -0.11674 0.74321
 630 1952 2104 85.62625 28.252917 -276.809937 47.24562   2607 0.65811 -0.11669 0.74382
 631 2068 2135 85.72292 28.278750 -231.822601 65.52708  12448 0.65067 -0.11586 0.75046
 632 2030 1982 85.69125 28.151250 -471.748840 31.97960   3075 0.65138 -0.11602 0.74983
 633 2030 2043 85.69125 28.202083 -389.637665 34.12037   3456 0.65194 -0.11604 0.74934
 634 2106 2042 85.75458 28.201250 -349.643402 43.04153   2933 0.64743 -0.11559 0.75331
 635 2106 1981 85.75458 28.150417 -315.598846 58.14327   2992 0.64627 -0.11546 0.75433
 636 1991 2317 85.65875 28.430417 -55.388374 50.95274  50472 0.65896 -0.11674 0.74306
 637 2298 2317 85.91458 28.430417 -41.134956 41.41906  60593 0.63786 -0.11440 0.76161
 638 2221 2013 85.85042 28.177083 -264.645416 47.38065  11315 0.63945 -0.11471 0.76023
 639 2222 2134 85.85125 28.277917 -179.871643 47.08278  12656 0.64065 -0.11479 0.75921
 640 2374 2134 85.97792 28.277917 -93.368416 29.92751  14637 0.63047 -0.11364 0.76785
 641 2374 2012 85.97792 28.176250 -144.677521 44.45065  15644 0.62802 -0.11334 0.76990
 642 2604 2073 86.16958 28.227083 -31.685621 35.61775  52589 0.61323 -0.11160 0.78198
 643 2604 2317 86.16958 28.430417 8.788231 19.06463  65744 0.61665 -0.11192 0.77924
 644 2910 2317 86.42458 28.430417 46.987514 15.69908  69757 0.59421 -0.10915 0.79686
 645 2910 2073 86.42458 28.227083 32.324829 19.80126  59034 0.59056 -0.10875 0.79964
 646 2604 2561 86.16958 28.633750 39.359734 11.22874  70210 0.62024 -0.11227 0.77633
 647 2604 2805 86.16958 28.837083 28.672098 16.70008  71852 0.62361 -0.11259 0.77359
 648 2910 2805 86.42458 28.837083 30.529713 24.63420  61244 0.60123 -0.10988 0.79149
 649 2910 2561 86.42458 28.633750 63.003723 7.78554  70465 0.59756 -0.10949 0.79431
 650 3216 2561 86.67958 28.633750 71.418480 12.19591  71446 0.57390 -0.10643 0.81198
 651 3216 2805 86.67958 28.837083 25.557013 26.06427  73609 0.57819 -0.10695 0.80886
 652 3522 2805 86.93458 28.837083 22.926952 23.07754  73487 0.55382 -0.10370 0.82615
 653 3522 2561 86.93458 28.633750 77.993080 12.71353  73084 0.54895 -0.10302 0.82949
 654 3216 2073 86.67958 28.227083 57.269844 14.40862  68266 0.56663 -0.10558 0.81718
 655 3216 2317 86.67958 28.430417 70.972694 9.30142  73867 0.56999 -0.10596 0.81479
 656 3522 2317 86.93458 28.430417 85.445938 5.95547  74234 0.54473 -0.10246 0.83233
 657 3522 2073 86.93458 28.227083 74.471848 14.24257  70612 0.54070 -0.10195 0.83501
 658 2604 3048 86.16958 29.039583 -35.635475 26.62509  67003 0.62719 -0.11294 0.77063
 659 2604 3292 86.16958 29.242917 -84.373543 15.51562  72511 0.63054 -0.11324 0.76785
 660 2910 3292 86.42458 29.242917 -102.392792 16.31166  63815 0.60925 -0.11077 0.78521
 661 2910 3048 86.42458 29.039583 -40.982559 26.15301  58154 0.60539 -0.11036 0.78824
 662 2604 3536 86.16958 29.446250 -111.444084 11.01616  62035 0.63387 -0.11353 0.76506
 663 2910 3536 86.42458 29.446250 -122.585175 8.99490  44419 0.61279 -0.11112 0.78240
 664 3169 3527 86.64042 29.438750 -127.997192 11.67579   9398 0.59316 -0.10872 0.79771
 665 3216 3048 86.67958 29.039583 -27.923693 18.77850  40454 0.58226 -0.10744 0.80587
 666 3128 3326 86.60625 29.271250 -105.472748 19.02145   9597 0.59309 -0.10874 0.79776
 667 3514 3011 86.92792 29.008750 -18.055893 8.97810  25082 0.55775 -0.10418 0.82344
 668 3829 3048 87.19042 29.039583 -25.875341 24.19443  44385 0.53212 -0.10061 0.84067
 669 3879 3283 87.23208 29.235417 -75.345039 12.84114  24675 0.53158 -0.10047 0.84103
 670 4135 3292 87.44542 29.242917 -77.150787 12.48457  68182 0.50937 -0.09725 0.85503
 671 4135 3048 87.44542 29.039583 -36.092453 18.63895  74254 0.50473 -0.09659 0.85786
 672 3913 3434 87.26042 29.361250 -95.428078 9.08483   1061 0.53139 -0.10044 0.84115
 673 4032 3415 87.35958 29.345417 -94.920738 11.16514    228 0.52061 -0.09888 0.84805
 674 4441 3048 87.70042 29.039583 -54.819462 16.84443  73867 0.47565 -0.09212 0.87480
 675 4441 3292 87.70042 29.242917 -82.158661 7.77445  53238 0.48052 -0.09286 0.87205
 676 4747 3292 87.95542 29.242917 -95.043182 8.46199  30931 0.45122 -0.08828 0.88804
 677 4747 3048 87.95542 29.039583 -75.028069 15.68154  46658 0.44589 -0.08740 0.89081
 678 3829 2073 87.19042 28.227083 53.162655 17.58174  63030 0.51341 -0.09794 0.85254
 679 3829 2317 87.19042 28.430417 69.544487 15.37739  73397 0.51792 -0.09860 0.84973
 680 4135 2317 87.44542 28.430417 38.684334 11.39264  71930 0.49005 -0.09440 0.86657
 681 4135 2073 87.44542 28.227083 32.960785 9.85736  67128 0.48527 -0.09366 0.86933
 682 3829 2561 87.19042 28.633750 65.013641 15.62415  73990 0.52252 -0.09924 0.84683
 683 3829 2805 87.19042 28.837083 18.026794 17.33599  74002 0.52731 -0.09992 0.84378
 684 4135 2805 87.44542 28.837083 3.334417 17.75925  73703 0.50014 -0.09591 0.86062
 685 4135 2561 87.44542 28.633750 35.411804 20.05746  72641 0.49475 -0.09509 0.86382
 686 4441 2561 87.70042 28.633750 -2.949551 15.15770  73864 0.46567 -0.09058 0.88031
 687 4441 2805 87.70042 28.837083 -25.689663 14.01772  72939 0.47145 -0.09150 0.87713
 688 4729 2805 87.94042 28.837083 -42.920658 9.62811  32037 0.44230 -0.08682 0.89265
 689 4684 2559 87.90292 28.632083 -31.620586 10.24613  18550 0.44118 -0.08662 0.89323
 690 4441 2073 87.70042 28.227083 15.459551 12.64690  63700 0.45518 -0.08889 0.88595
 691 4441 2317 87.70042 28.430417 10.124620 19.49585  68915 0.46037 -0.08972 0.88318
 692 4639 2339 87.86542 28.448750 -10.566640 10.03037   7818 0.44076 -0.08656 0.89344
 693 4597 2153 87.83042 28.293750 -1.572988 5.48274    123 0.44091 -0.08657 0.89337
 694 2604  366 86.16958 26.804583 14.501122 13.95711  52286 0.58382 -0.10812 0.80465
 695 2910  366 86.42458 26.804583 43.698196 19.83206  66492 0.55922 -0.10471 0.82238
 696 3045  244 86.53708 26.702917 61.510559 4.05141     38 0.54572 -0.10281 0.83164
 697 2604  610 86.16958 27.007917 -17.911140 18.29520  73704 0.58779 -0.10857 0.80169
 698 2604  854 86.16958 27.211250 -18.650686 16.66422  73695 0.59215 -0.10913 0.79841
 699 2910  854 86.42458 27.211250 -19.646545 16.02911  73380 0.56814 -0.10589 0.81609
 700 2910  610 86.42458 27.007917 3.148942 17.43210  72918 0.56366 -0.10531 0.81926
 701 3216  610 86.67958 27.007917 6.854897 22.73826  68662 0.53784 -0.10162 0.83690
 702 3216  854 86.67958 27.211250 -20.925484 14.95201  72819 0.54253 -0.10227 0.83379
 703 3522  854 86.93458 27.211250 -25.917458 15.59865  70833 0.51630 -0.09844 0.85073
 704 3522  610 86.93458 27.007917 -0.227038 17.45122  70019 0.51135 -0.09769 0.85381
 705 3229  213 86.69042 26.677083 84.813980 8.72581   8112 0.52927 -0.10040 0.84249
 706 3216  366 86.67958 26.804583 55.573517 21.50312  69528 0.53317 -0.10093 0.83997
 707 3522  366 86.93458 26.804583 57.322300 24.08392  69021 0.50567 -0.09682 0.85728
 708 3528  173 86.93958 26.643750 82.933273 7.91002  19966 0.50131 -0.09614 0.85991
 709 2604 1098 86.16958 27.414583 23.988789 25.07175  74222 0.59632 -0.10962 0.79523
 710 2489 1251 86.07375 27.542083 276.676453 65.77473   4650 0.60675 -0.11089 0.78712
 711 2470 1297 86.05792 27.580417 329.272156 19.00760   1199 0.60927 -0.11121 0.78512
 712 2470 1327 86.05792 27.605417 257.269348 48.12684   1162 0.60951 -0.11123 0.78493
 713 2508 1327 86.08958 27.605417 160.428772 29.90861   1115 0.60678 -0.11088 0.78710
 714 2508 1297 86.08958 27.580417 232.763382 45.95603   1155 0.60616 -0.11081 0.78759
 715 2566 1312 86.13792 27.592917 104.575874 54.24720   4591 0.60264 -0.11037 0.79034
 716 2566 1251 86.13792 27.542083 154.365463 24.23503   4615 0.60162 -0.11027 0.79114
 717 2527 1403 86.10542 27.668750 -36.171764 52.61102  18157 0.60645 -0.11081 0.78736
 718 2681 1403 86.23375 27.668750 -21.199869 17.21482  18345 0.59594 -0.10953 0.79552
 719 2681 1281 86.23375 27.567083 34.355289 26.64861  18413 0.59372 -0.10925 0.79722
 720 2910 1342 86.42458 27.617917 -8.145590 17.12593  72512 0.57681 -0.10701 0.80984
 721 2910 1098 86.42458 27.414583 -8.734114 18.19966  73883 0.57311 -0.10658 0.81252
 722 2604 1586 86.16958 27.821250 -92.384933 58.62471  67514 0.60474 -0.11062 0.78871
 723 2604 1830 86.16958 28.024583 -65.715225 47.66095  52271 0.60887 -0.11108 0.78545
 724 2910 1830 86.42458 28.024583 28.326580 29.60744  60132 0.58649 -0.10827 0.80268
 725 2910 1586 86.42458 27.821250 4.247775 32.07348  61935 0.58279 -0.10784 0.80544
 726 3216 1586 86.67958 27.821250 22.335718 22.95003  60051 0.55683 -0.10424 0.82406
 727 3216 1830 86.67958 28.024583 47.362862 24.48289  56752 0.56208 -0.10497 0.82040
 728 3522 1830 86.93458 28.024583 52.758858 23.94012  53002 0.53710 -0.10149 0.83739
 729 3522 1587 86.93458 27.822083 36.068081 23.74813  51633 0.53183 -0.10071 0.84084
 730 3216 1098 86.67958 27.414583 -36.909973 12.99510  72355 0.54682 -0.10286 0.83091
 731 3216 1342 86.67958 27.617917 -21.282122 22.09532  67947 0.55216 -0.10362 0.82727
 732 3522 1342 86.93458 27.617917 -19.744734 40.77945  53796 0.52619 -0.09988 0.84448
 733 3522 1098 86.93458 27.414583 -34.630199 19.35659  62046 0.52095 -0.09911 0.84782
 734 3829 1098 87.19042 27.414583 -55.187424 12.38331  70153 0.49209 -0.09470 0.86538
 735 3830 1342 87.19125 27.617917 -34.319427 28.43602  53778 0.49743 -0.09552 0.86223
 736 4135 1342 87.44542 27.617917 -19.293659 27.60826  58823 0.46828 -0.09096 0.87889
 737 4135 1097 87.44542 27.413750 -31.363548 17.80105  65392 0.46389 -0.09028 0.88128
 738 3829 1587 87.19042 27.822083 16.684574 40.79874  43602 0.50401 -0.09655 0.85828
 739 3829 1830 87.19042 28.024583 43.189423 22.61930  53813 0.50893 -0.09730 0.85529
 740 4135 1830 87.44542 28.024583 29.244350 23.57016  55217 0.47992 -0.09283 0.87239
 741 4135 1586 87.44542 27.821250 4.606452 33.64305  58123 0.47421 -0.09192 0.87560
 742 4441 1586 87.70042 27.821250 44.338333 19.51598  30262 0.44458 -0.08716 0.89149
 743 4441 1830 87.70042 28.024583 29.836878 12.76895  44201 0.44981 -0.08802 0.88878
 744 4440 1099 87.69958 27.415417 -52.858387 16.98296  27043 0.43175 -0.08500 0.89798
 745 4422 1342 87.68458 27.617917 -4.074626 39.56044  21938 0.44064 -0.08652 0.89350
 746 3829  122 87.19042 26.601250 83.527512 5.82646  37404 0.47152 -0.09149 0.87710
 747 3829  366 87.19042 26.804583 63.723862 20.72555  70570 0.47664 -0.09228 0.87424
 748 4135  366 87.44542 26.804583 66.631561 13.11106  67770 0.44678 -0.08747 0.89036
 749 4135  122 87.44542 26.601250 75.093864 10.06586  47042 0.44080 -0.08645 0.89343
 750 3828  610 87.18958 27.007917 -3.352979 22.36135  72587 0.48200 -0.09313 0.87121
 751 3829  854 87.19042 27.211250 -42.167034 20.27483  72561 0.48706 -0.09392 0.86830
 752 4135  854 87.44542 27.211250 -30.375019 18.40234  71030 0.45797 -0.08932 0.88447
 753 4135  610 87.44542 27.007917 10.654262 24.88219  72143 0.45185 -0.08830 0.88771
 754 4351  649 87.62542 27.040417 9.323675 18.77272  10414 0.43060 -0.08478 0.89855
 755 4393  895 87.66042 27.245417 -51.127640 15.60748  21310 0.43205 -0.08505 0.89783
 756 4293  460 87.57708 26.882917 45.215321 9.85926    305 0.43272 -0.08516 0.89750
